id_client,secteur_activite,niveau_education
73404,Agriculture,Sup̩rieur
73405,Salari̩ formel,Sans dipl̫me
73406,Petit commerce,Primaire
73407,Petit commerce,Secondaire
73408,Agriculture,Secondaire
73409,Petit commerce,Secondaire
73410,Agriculture,Sans dipl̫me
73411,Petit commerce,Sup̩rieur
73412,Agriculture,Sans dipl̫me
73413,Agriculture,Secondaire
73414,Petit commerce,Primaire
73415,Salari̩ formel,Secondaire
73416,Petit commerce,Primaire
73417,Petit commerce,Primaire
73418,Agriculture,Secondaire
73419,Agriculture,Primaire
73420,Petit commerce,Primaire
73421,Petit commerce,Primaire
73422,Salari̩ formel,Primaire
73423,Agriculture,Sup̩rieur
73424,Agriculture,Secondaire
73425,Petit commerce,Secondaire
73426,Salari̩ formel,Sup̩rieur
73427,Petit commerce,Sans dipl̫me
73428,Agriculture,Secondaire
73429,Petit commerce,Secondaire
73430,Salari̩ formel,Sup̩rieur
73431,Petit commerce,Sup̩rieur
73432,Salari̩ formel,Secondaire
73433,Petit commerce,Sup̩rieur
73434,Salari̩ formel,Sup̩rieur
73435,Petit commerce,Secondaire
73436,Petit commerce,Secondaire
73437,Petit commerce,Sup̩rieur
73438,Agriculture,Secondaire
73439,Petit commerce,Sup̩rieur
73440,Agriculture,Sans dipl̫me
73441,Salari̩ formel,Sup̩rieur
73442,Petit commerce,Secondaire
73443,Agriculture,Sup̩rieur
73444,Salari̩ formel,Sup̩rieur
73445,Petit commerce,Secondaire
73446,Salari̩ formel,Secondaire
73447,Petit commerce,Sup̩rieur
73448,Agriculture,Sans dipl̫me
73449,Petit commerce,Secondaire
73450,Agriculture,Secondaire
73451,Agriculture,Sans dipl̫me
73452,Salari̩ formel,Primaire
73453,Petit commerce,Secondaire
73454,Petit commerce,Sans dipl̫me
73455,Petit commerce,Sup̩rieur
73456,Salari̩ formel,Primaire
73457,Agriculture,Primaire
73458,Petit commerce,Primaire
73459,Agriculture,Sans dipl̫me
73460,Salari̩ formel,Primaire
73461,Commerce/N̩goce,Sup̩rieur
73462,Petit commerce,Secondaire
73463,Petit commerce,Sans dipl̫me
73464,Salari̩ formel,Secondaire
73465,Salari̩ formel,Sans dipl̫me
73466,Salari̩ formel,Secondaire
73467,Salari̩ formel,Sup̩rieur
73468,Salari̩ formel,Sans dipl̫me
73469,Agriculture,Sup̩rieur
73470,Agriculture,Secondaire
73471,Petit commerce,Sans dipl̫me
73472,Agriculture,Secondaire
73473,Salari̩ formel,Sup̩rieur
73474,Petit commerce,Secondaire
73475,Salari̩ formel,Secondaire
73476,Agriculture,Sup̩rieur
73477,Salari̩ formel,Secondaire
73478,Petit commerce,Sup̩rieur
73479,Agriculture,Sup̩rieur
73480,Petit commerce,Sans dipl̫me
73481,Agriculture,Secondaire
73482,Petit commerce,Sans dipl̫me
73483,Petit commerce,Secondaire
73484,Agriculture,Sans dipl̫me
73485,Agriculture,Sans dipl̫me
73486,Agriculture,Secondaire
73487,Agriculture,Sans dipl̫me
73488,Salari̩ formel,Sup̩rieur
73489,Salari̩ formel,Sans dipl̫me
73490,Agriculture,Secondaire
73491,Salari̩ formel,Sup̩rieur
73492,Salari̩ formel,Sup̩rieur
73493,Petit commerce,Secondaire
73494,Salari̩ formel,Sup̩rieur
73495,Petit commerce,Sup̩rieur
73496,Petit commerce,Primaire
73497,Salari̩ formel,Secondaire
73498,Agriculture,Secondaire
73499,Petit commerce,Sup̩rieur
73500,Salari̩ formel,Sup̩rieur
73501,Salari̩ formel,Primaire
73502,Agriculture,Secondaire
73503,Agriculture,Primaire
73504,Salari̩ formel,Sup̩rieur
73505,Agriculture,Sup̩rieur
73506,Petit commerce,Secondaire
73507,Petit commerce,Sans dipl̫me
73508,Salari̩ formel,Secondaire
73509,Salari̩ formel,Secondaire
73510,Agriculture,Sup̩rieur
73511,Petit commerce,Secondaire
73512,Agriculture,Primaire
73513,Salari̩ formel,Primaire
73514,Salari̩ formel,Primaire
73515,Salari̩ formel,Secondaire
73516,Salari̩ formel,Secondaire
73517,Salari̩ formel,Secondaire
73518,Salari̩ formel,Secondaire
73519,Salari̩ formel,Sup̩rieur
73520,Agriculture,Secondaire
73521,Petit commerce,Secondaire
73522,Agriculture,Sans dipl̫me
73523,Petit commerce,Sup̩rieur
73524,Artisanat,Sup̩rieur
73525,Salari̩ formel,Sans dipl̫me
73526,Artisanat,Secondaire
73527,Agriculture,Secondaire
73528,Commerce/N̩goce,Sup̩rieur
73529,Salari̩ formel,Primaire
73530,Artisanat,Sup̩rieur
73531,Salari̩ formel,Secondaire
73532,Salari̩ formel,Primaire
73533,Petit commerce,Secondaire
73534,Salari̩ formel,Sans dipl̫me
73535,Salari̩ formel,Primaire
73536,Commerce/N̩goce,Secondaire
73537,Petit commerce,Secondaire
73538,Petit commerce,Primaire
73539,Agriculture,Secondaire
73540,Artisanat,Secondaire
73541,Petit commerce,Sup̩rieur
73542,Agriculture,Primaire
73543,Petit commerce,Sans dipl̫me
73544,Agriculture,Primaire
73545,Salari̩ formel,Sup̩rieur
73546,Petit commerce,Primaire
73547,Petit commerce,Primaire
73548,Agriculture,Primaire
73549,Agriculture,Sans dipl̫me
73550,Salari̩ formel,Primaire
73551,Agriculture,Secondaire
73552,Petit commerce,Primaire
73553,Agriculture,Secondaire
73554,Salari̩ formel,Secondaire
73555,Petit commerce,Primaire
73556,Petit commerce,Secondaire
73557,Agriculture,Secondaire
73558,Salari̩ formel,Secondaire
73559,Salari̩ formel,Secondaire
73560,Agriculture,Sans dipl̫me
73561,Commerce/N̩goce,Sans dipl̫me
73562,Petit commerce,Sup̩rieur
73563,Petit commerce,Secondaire
73564,Agriculture,Secondaire
73565,Petit commerce,Secondaire
73566,Petit commerce,Primaire
73567,Agriculture,Primaire
73568,Petit commerce,Secondaire
73569,Agriculture,Primaire
73570,Salari̩ formel,Sup̩rieur
73571,Salari̩ formel,Secondaire
73572,Agriculture,Primaire
73573,Agriculture,Primaire
73574,Agriculture,Secondaire
73575,Petit commerce,Primaire
73576,Petit commerce,Primaire
73577,Agriculture,Primaire
73578,Agriculture,Secondaire
73579,Petit commerce,Secondaire
73580,Petit commerce,Secondaire
73581,Agriculture,Primaire
73582,Petit commerce,Secondaire
73583,Petit commerce,Sup̩rieur
73584,Salari̩ formel,Secondaire
73585,Profession lib̩rale,Sup̩rieur
73586,Profession lib̩rale,Secondaire
73587,Petit commerce,Secondaire
73588,Salari̩ formel,Primaire
73589,Agriculture,Secondaire
73590,Agriculture,Primaire
73591,Petit commerce,Sans dipl̫me
73592,Agriculture,Primaire
73593,Petit commerce,Sup̩rieur
73594,Salari̩ formel,Secondaire
73595,Salari̩ formel,Secondaire
73596,Petit commerce,Secondaire
73597,Petit commerce,Secondaire
73598,Salari̩ formel,Secondaire
73599,Profession lib̩rale,Primaire
73600,Agriculture,Secondaire
73601,Profession lib̩rale,Secondaire
73602,Petit commerce,Sup̩rieur
73603,Petit commerce,Sans dipl̫me
73604,Salari̩ formel,Secondaire
73605,Petit commerce,Primaire
73606,Petit commerce,Primaire
73607,Agriculture,Sup̩rieur
73608,Agriculture,Sans dipl̫me
73609,Salari̩ formel,Secondaire
73610,Agriculture,Sans dipl̫me
73611,Agriculture,Primaire
73612,Petit commerce,Secondaire
73613,Petit commerce,Secondaire
73614,Agriculture,Primaire
73615,Salari̩ formel,Secondaire
73616,Salari̩ formel,Primaire
73617,Agriculture,Secondaire
73618,Agriculture,Sup̩rieur
73619,Salari̩ formel,Sans dipl̫me
73620,Petit commerce,Secondaire
73621,Agriculture,Sup̩rieur
73622,Salari̩ formel,Sup̩rieur
73623,Petit commerce,Primaire
73624,Salari̩ formel,Sup̩rieur
73625,Petit commerce,Primaire
73626,Salari̩ formel,Primaire
73627,Salari̩ formel,Secondaire
73628,Petit commerce,Secondaire
73629,Agriculture,Primaire
73630,Salari̩ formel,Secondaire
73631,Agriculture,Primaire
73632,Salari̩ formel,Primaire
73633,Petit commerce,Secondaire
73634,Agriculture,Primaire
73635,Agriculture,Primaire
73636,Petit commerce,Sup̩rieur
73637,Agriculture,Sup̩rieur
73638,Agriculture,Secondaire
73639,Agriculture,Sup̩rieur
73640,Petit commerce,Primaire
73641,Commerce/N̩goce,Sans dipl̫me
73642,Salari̩ formel,Primaire
73643,Agriculture,Primaire
73644,Salari̩ formel,Primaire
73645,Petit commerce,Sans dipl̫me
73646,Salari̩ formel,Secondaire
73647,Agriculture,Sup̩rieur
73648,Agriculture,Secondaire
73649,Agriculture,Secondaire
73650,Salari̩ formel,Primaire
73651,Agriculture,Secondaire
73652,Salari̩ formel,Secondaire
73653,Petit commerce,Primaire
73654,Salari̩ formel,Primaire
73655,Petit commerce,Secondaire
73656,Salari̩ formel,Secondaire
73657,Petit commerce,Primaire
73658,Agriculture,Primaire
73659,Salari̩ formel,Secondaire
73660,Commerce/N̩goce,Primaire
73661,Salari̩ formel,Primaire
73662,Agriculture,Secondaire
73663,Agriculture,Primaire
73664,Petit commerce,Sans dipl̫me
73665,Petit commerce,Sup̩rieur
73666,Salari̩ formel,Secondaire
73667,Petit commerce,Sup̩rieur
73668,Petit commerce,Sans dipl̫me
73669,Petit commerce,Secondaire
73670,Petit commerce,Secondaire
73671,Petit commerce,Secondaire
73672,Petit commerce,Primaire
73673,Agriculture,Sup̩rieur
73674,Agriculture,Secondaire
73675,Agriculture,Sup̩rieur
73676,Agriculture,Secondaire
73677,Salari̩ formel,Secondaire
73678,Agriculture,Secondaire
73679,Agriculture,Sans dipl̫me
73680,Salari̩ formel,Sup̩rieur
73681,Salari̩ formel,Secondaire
73682,Salari̩ formel,Sans dipl̫me
73683,Salari̩ formel,Secondaire
73684,Petit commerce,Secondaire
73685,Agriculture,Secondaire
73686,Petit commerce,Sans dipl̫me
73687,Salari̩ formel,Primaire
73688,Salari̩ formel,Secondaire
73689,Salari̩ formel,Sup̩rieur
73690,Salari̩ formel,Primaire
73691,Petit commerce,Primaire
73692,Salari̩ formel,Sup̩rieur
73693,Agriculture,Sup̩rieur
73694,Agriculture,Secondaire
73695,Agriculture,Secondaire
73696,Petit commerce,Secondaire
73697,Salari̩ formel,Sup̩rieur
73698,Petit commerce,Primaire
73699,Agriculture,Sup̩rieur
73700,Salari̩ formel,Primaire
73701,Petit commerce,Secondaire
73702,Salari̩ formel,Sans dipl̫me
73703,Salari̩ formel,Primaire
73704,Petit commerce,Sans dipl̫me
73705,Agriculture,Sans dipl̫me
73706,Petit commerce,Sup̩rieur
73707,Petit commerce,Sans dipl̫me
73708,Agriculture,Secondaire
73709,Petit commerce,Sup̩rieur
73710,Salari̩ formel,Secondaire
73711,Agriculture,Sup̩rieur
73712,Petit commerce,Sup̩rieur
73713,Salari̩ formel,Sans dipl̫me
73714,Agriculture,Sup̩rieur
73715,Petit commerce,Sans dipl̫me
73716,Agriculture,Secondaire
73717,Commerce/N̩goce,Secondaire
73718,Salari̩ formel,Sans dipl̫me
73719,Agriculture,Secondaire
73720,Salari̩ formel,Secondaire
73721,Salari̩ formel,Primaire
73722,Commerce/N̩goce,Primaire
73723,Agriculture,Secondaire
73724,Petit commerce,Primaire
73725,Petit commerce,Primaire
73726,Agriculture,Sup̩rieur
73727,Salari̩ formel,Primaire
73728,Salari̩ formel,Sup̩rieur
73729,Agriculture,Sup̩rieur
73730,Agriculture,Sans dipl̫me
73731,Agriculture,Secondaire
73732,Salari̩ formel,Primaire
73733,Petit commerce,Primaire
73734,Petit commerce,Secondaire
73735,Salari̩ formel,Secondaire
73736,Petit commerce,Secondaire
73737,Agriculture,Sup̩rieur
73738,Agriculture,Sup̩rieur
73739,Salari̩ formel,Sans dipl̫me
73740,Salari̩ formel,Secondaire
73741,Agriculture,Primaire
73742,Agriculture,Secondaire
73743,Salari̩ formel,Secondaire
73744,Salari̩ formel,Sup̩rieur
73745,Agriculture,Sans dipl̫me
73746,Agriculture,Secondaire
73747,Petit commerce,Sup̩rieur
73748,Petit commerce,Secondaire
73749,Agriculture,Primaire
73750,Petit commerce,Primaire
73751,Petit commerce,Sup̩rieur
73752,Petit commerce,Secondaire
73753,Petit commerce,Secondaire
73754,Agriculture,Sup̩rieur
73755,Salari̩ formel,Secondaire
73756,Agriculture,Primaire
73757,Salari̩ formel,Sup̩rieur
73758,Profession lib̩rale,Sup̩rieur
73759,Salari̩ formel,Secondaire
73760,Agriculture,Sup̩rieur
73761,Salari̩ formel,Sup̩rieur
73762,Agriculture,Primaire
73763,Agriculture,Sup̩rieur
73764,Salari̩ formel,Primaire
73765,Salari̩ formel,Sup̩rieur
73766,Agriculture,Secondaire
73767,Petit commerce,Sup̩rieur
73768,Salari̩ formel,Sup̩rieur
73769,Agriculture,Sup̩rieur
73770,Salari̩ formel,Sans dipl̫me
73771,Salari̩ formel,Primaire
73772,Agriculture,Primaire
73773,Petit commerce,Primaire
73774,Salari̩ formel,Sup̩rieur
73775,Petit commerce,Secondaire
73776,Commerce/N̩goce,Primaire
73777,Agriculture,Sans dipl̫me
73778,Agriculture,Primaire
73779,Salari̩ formel,Secondaire
73780,Agriculture,Secondaire
73781,Salari̩ formel,Secondaire
73782,Salari̩ formel,Sup̩rieur
73783,Petit commerce,Secondaire
73784,Agriculture,Sans dipl̫me
73785,Agriculture,Secondaire
73786,Salari̩ formel,Secondaire
73787,Petit commerce,Sup̩rieur
73788,Profession lib̩rale,Sans dipl̫me
73789,Petit commerce,Primaire
73790,Petit commerce,Sans dipl̫me
73791,Salari̩ formel,Primaire
73792,Commerce/N̩goce,Sup̩rieur
73793,Agriculture,Secondaire
73794,Agriculture,Sup̩rieur
73795,Petit commerce,Primaire
73796,Agriculture,Sup̩rieur
73797,Salari̩ formel,Sans dipl̫me
73798,Petit commerce,Secondaire
73799,Agriculture,Secondaire
73800,Petit commerce,Secondaire
73801,Petit commerce,Primaire
73802,Petit commerce,Sup̩rieur
73803,Salari̩ formel,Secondaire
73804,Agriculture,Primaire
73805,Agriculture,Sup̩rieur
73806,Petit commerce,Primaire
73807,Commerce/N̩goce,Secondaire
73808,Petit commerce,Secondaire
73809,Petit commerce,Sup̩rieur
73810,Petit commerce,Secondaire
73811,Salari̩ formel,Secondaire
73812,Agriculture,Secondaire
73813,Petit commerce,Secondaire
73814,Petit commerce,Primaire
73815,Salari̩ formel,Secondaire
73816,Salari̩ formel,Primaire
73817,Petit commerce,Primaire
73818,Salari̩ formel,Sup̩rieur
73819,Salari̩ formel,Secondaire
73820,Salari̩ formel,Sup̩rieur
73821,Salari̩ formel,Sans dipl̫me
73822,Salari̩ formel,Secondaire
73823,Salari̩ formel,Primaire
73824,Agriculture,Secondaire
73825,Salari̩ formel,Secondaire
73826,Commerce/N̩goce,Secondaire
73827,Petit commerce,Sup̩rieur
73828,Salari̩ formel,Secondaire
73829,Salari̩ formel,Primaire
73830,Agriculture,Primaire
73831,Salari̩ formel,Primaire
73832,Agriculture,Sup̩rieur
73833,Agriculture,Sup̩rieur
73834,Agriculture,Sans dipl̫me
73835,Commerce/N̩goce,Primaire
73836,Petit commerce,Secondaire
73837,Petit commerce,Secondaire
73838,Agriculture,Primaire
73839,Agriculture,Secondaire
73840,Salari̩ formel,Primaire
73841,Agriculture,Primaire
73842,Petit commerce,Secondaire
73843,Salari̩ formel,Sans dipl̫me
73844,Petit commerce,Primaire
73845,Salari̩ formel,Primaire
73846,Petit commerce,Secondaire
73847,Salari̩ formel,Primaire
73848,Petit commerce,Sup̩rieur
73849,Profession lib̩rale,Secondaire
73850,Petit commerce,Secondaire
73851,Salari̩ formel,Sup̩rieur
73852,Petit commerce,Sup̩rieur
73853,Agriculture,Primaire
73854,Salari̩ formel,Primaire
73855,Agriculture,Primaire
73856,Petit commerce,Primaire
73857,Salari̩ formel,Secondaire
73858,Petit commerce,Sans dipl̫me
73859,Salari̩ formel,Primaire
73860,Agriculture,Primaire
73861,Profession lib̩rale,Secondaire
73862,Agriculture,Primaire
73863,Petit commerce,Primaire
73864,Salari̩ formel,Secondaire
73865,Agriculture,Secondaire
73866,Petit commerce,Sup̩rieur
73867,Petit commerce,Secondaire
73868,Salari̩ formel,Sans dipl̫me
73869,Agriculture,Sans dipl̫me
73870,Agriculture,Primaire
73871,Agriculture,Secondaire
73872,Petit commerce,Secondaire
73873,Profession lib̩rale,Primaire
73874,Agriculture,Primaire
73875,Petit commerce,Primaire
73876,Petit commerce,Sup̩rieur
73877,Salari̩ formel,Primaire
73878,Salari̩ formel,Sup̩rieur
73879,Salari̩ formel,Secondaire
73880,Petit commerce,Secondaire
73881,Salari̩ formel,Sans dipl̫me
73882,Salari̩ formel,Secondaire
73883,Petit commerce,Sup̩rieur
73884,Salari̩ formel,Primaire
73885,Salari̩ formel,Primaire
73886,Commerce/N̩goce,Sup̩rieur
73887,Salari̩ formel,Secondaire
73888,Commerce/N̩goce,Sans dipl̫me
73889,Agriculture,Secondaire
73890,Commerce/N̩goce,Secondaire
73891,Agriculture,Sup̩rieur
73892,Petit commerce,Secondaire
73893,Salari̩ formel,Sup̩rieur
73894,Petit commerce,Sup̩rieur
73895,Petit commerce,Secondaire
73896,Salari̩ formel,Sup̩rieur
73897,Agriculture,Secondaire
73898,Petit commerce,Sup̩rieur
73899,Salari̩ formel,Primaire
73900,Salari̩ formel,Sup̩rieur
73901,Agriculture,Secondaire
73902,Petit commerce,Secondaire
73903,Profession lib̩rale,Primaire
73904,Petit commerce,Secondaire
73905,Petit commerce,Primaire
73906,Agriculture,Secondaire
73907,Commerce/N̩goce,Secondaire
73908,Agriculture,Sup̩rieur
73909,Petit commerce,Sans dipl̫me
73910,Petit commerce,Secondaire
73911,Salari̩ formel,Sans dipl̫me
73912,Salari̩ formel,Secondaire
73913,Petit commerce,Primaire
73914,Agriculture,Secondaire
73915,Commerce/N̩goce,Secondaire
73916,Petit commerce,Sans dipl̫me
73917,Agriculture,Secondaire
73918,Salari̩ formel,Secondaire
73919,Agriculture,Secondaire
73920,Profession lib̩rale,Sans dipl̫me
73921,Salari̩ formel,Primaire
73922,Salari̩ formel,Primaire
73923,Agriculture,Secondaire
73924,Agriculture,Primaire
73925,Salari̩ formel,Sup̩rieur
73926,Salari̩ formel,Sans dipl̫me
73927,Agriculture,Primaire
73928,Agriculture,Primaire
73929,Agriculture,Primaire
73930,Salari̩ formel,Sup̩rieur
73931,Salari̩ formel,Secondaire
73932,Petit commerce,Sans dipl̫me
73933,Agriculture,Secondaire
73934,Salari̩ formel,Sup̩rieur
73935,Salari̩ formel,Secondaire
73936,Agriculture,Secondaire
73937,Salari̩ formel,Secondaire
73938,Agriculture,Secondaire
73939,Salari̩ formel,Primaire
73940,Agriculture,Primaire
73941,Agriculture,Secondaire
73942,Salari̩ formel,Secondaire
73943,Agriculture,Sup̩rieur
73944,Petit commerce,Sans dipl̫me
73945,Petit commerce,Sup̩rieur
73946,Agriculture,Sup̩rieur
73947,Petit commerce,Secondaire
73948,Salari̩ formel,Secondaire
73949,Salari̩ formel,Secondaire
73950,Agriculture,Sup̩rieur
73951,Petit commerce,Secondaire
73952,Salari̩ formel,Sup̩rieur
73953,Petit commerce,Sup̩rieur
73954,Salari̩ formel,Sans dipl̫me
73955,Salari̩ formel,Primaire
73956,Petit commerce,Sans dipl̫me
73957,Agriculture,Secondaire
73958,Agriculture,Sans dipl̫me
73959,Commerce/N̩goce,Secondaire
73960,Petit commerce,Primaire
73961,Salari̩ formel,Sup̩rieur
73962,Salari̩ formel,Secondaire
73963,Agriculture,Primaire
73964,Agriculture,Secondaire
73965,Petit commerce,Primaire
73966,Salari̩ formel,Secondaire
73967,Petit commerce,Primaire
73968,Agriculture,Sup̩rieur
73969,Petit commerce,Sans dipl̫me
73970,Petit commerce,Primaire
73971,Salari̩ formel,Primaire
73972,Salari̩ formel,Secondaire
73973,Petit commerce,Primaire
73974,Agriculture,Primaire
73975,Petit commerce,Primaire
73976,Petit commerce,Primaire
73977,Salari̩ formel,Secondaire
73978,Agriculture,Sup̩rieur
73979,Agriculture,Sup̩rieur
73980,Salari̩ formel,Primaire
73981,Agriculture,Sans dipl̫me
73982,Agriculture,Sup̩rieur
73983,Salari̩ formel,Secondaire
73984,Agriculture,Sup̩rieur
73985,Agriculture,Primaire
73986,Artisanat,Primaire
73987,Petit commerce,Secondaire
73988,Petit commerce,Primaire
73989,Petit commerce,Primaire
73990,Salari̩ formel,Sup̩rieur
73991,Salari̩ formel,Sans dipl̫me
73992,Agriculture,Secondaire
73993,Petit commerce,Primaire
73994,Agriculture,Secondaire
73995,Agriculture,Primaire
73996,Profession lib̩rale,Sans dipl̫me
73997,Agriculture,Sans dipl̫me
73998,Agriculture,Sup̩rieur
73999,Petit commerce,Secondaire
74000,Commerce/N̩goce,Secondaire
74001,Petit commerce,Sans dipl̫me
74002,Petit commerce,Secondaire
74003,Salari̩ formel,Primaire
74004,Petit commerce,Primaire
74005,Petit commerce,Primaire
74006,Agriculture,Primaire
74007,Salari̩ formel,Secondaire
74008,Petit commerce,Secondaire
74009,Petit commerce,Primaire
74010,Commerce/N̩goce,Secondaire
74011,Agriculture,Primaire
74012,Salari̩ formel,Secondaire
74013,Commerce/N̩goce,Primaire
74014,Agriculture,Secondaire
74015,Salari̩ formel,Sup̩rieur
74016,Salari̩ formel,Primaire
74017,Commerce/N̩goce,Sup̩rieur
74018,Salari̩ formel,Primaire
74019,Salari̩ formel,Primaire
74020,Salari̩ formel,Secondaire
74021,Petit commerce,Sans dipl̫me
74022,Agriculture,Secondaire
74023,Petit commerce,Secondaire
74024,Petit commerce,Sans dipl̫me
74025,Salari̩ formel,Sans dipl̫me
74026,Salari̩ formel,Secondaire
74027,Salari̩ formel,Sans dipl̫me
74028,Salari̩ formel,Secondaire
74029,Salari̩ formel,Secondaire
74030,Commerce/N̩goce,Sup̩rieur
74031,Salari̩ formel,Secondaire
74032,Salari̩ formel,Primaire
74033,Salari̩ formel,Sup̩rieur
74034,Salari̩ formel,Sans dipl̫me
74035,Agriculture,Secondaire
74036,Agriculture,Secondaire
74037,Agriculture,Sans dipl̫me
74038,Agriculture,Primaire
74039,Salari̩ formel,Primaire
74040,Salari̩ formel,Secondaire
74041,Salari̩ formel,Sup̩rieur
74042,Agriculture,Secondaire
74043,Agriculture,Primaire
74044,Salari̩ formel,Secondaire
74045,Agriculture,Primaire
74046,Petit commerce,Sup̩rieur
74047,Agriculture,Sup̩rieur
74048,Agriculture,Secondaire
74049,Agriculture,Secondaire
74050,Agriculture,Primaire
74051,Salari̩ formel,Sans dipl̫me
74052,Petit commerce,Secondaire
74053,Salari̩ formel,Primaire
74054,Profession lib̩rale,Secondaire
74055,Agriculture,Secondaire
74056,Agriculture,Sans dipl̫me
74057,Petit commerce,Secondaire
74058,Agriculture,Primaire
74059,Petit commerce,Primaire
74060,Salari̩ formel,Sans dipl̫me
74061,Agriculture,Sans dipl̫me
74062,Commerce/N̩goce,Sup̩rieur
74063,Salari̩ formel,Primaire
74064,Commerce/N̩goce,Sup̩rieur
74065,Salari̩ formel,Primaire
74066,Agriculture,Secondaire
74067,Agriculture,Secondaire
74068,Commerce/N̩goce,Secondaire
74069,Petit commerce,Sans dipl̫me
74070,Salari̩ formel,Secondaire
74071,Profession lib̩rale,Secondaire
74072,Salari̩ formel,Sup̩rieur
74073,Salari̩ formel,Secondaire
74074,Petit commerce,Secondaire
74075,Agriculture,Secondaire
74076,Petit commerce,Sup̩rieur
74077,Petit commerce,Secondaire
74078,Salari̩ formel,Secondaire
74079,Salari̩ formel,Sup̩rieur
74080,Salari̩ formel,Secondaire
74081,Commerce/N̩goce,Sans dipl̫me
74082,Salari̩ formel,Primaire
74083,Agriculture,Secondaire
74084,Agriculture,Primaire
74085,Petit commerce,Secondaire
74086,Salari̩ formel,Sup̩rieur
74087,Petit commerce,Sup̩rieur
74088,Agriculture,Primaire
74089,Salari̩ formel,Sans dipl̫me
74090,Salari̩ formel,Secondaire
74091,Agriculture,Sans dipl̫me
74092,Salari̩ formel,Primaire
74093,Commerce/N̩goce,Primaire
74094,Salari̩ formel,Sans dipl̫me
74095,Salari̩ formel,Secondaire
74096,Agriculture,Sup̩rieur
74097,Petit commerce,Primaire
74098,Agriculture,Secondaire
74099,Salari̩ formel,Secondaire
74100,Artisanat,Primaire
74101,Agriculture,Sup̩rieur
74102,Agriculture,Primaire
74103,Salari̩ formel,Primaire
74104,Petit commerce,Sup̩rieur
74105,Petit commerce,Primaire
74106,Salari̩ formel,Sans dipl̫me
74107,Petit commerce,Sup̩rieur
74108,Agriculture,Secondaire
74109,Agriculture,Sup̩rieur
74110,Petit commerce,Sup̩rieur
74111,Petit commerce,Secondaire
74112,Petit commerce,Secondaire
74113,Agriculture,Sup̩rieur
74114,Agriculture,Secondaire
74115,Salari̩ formel,Sup̩rieur
74116,Salari̩ formel,Primaire
74117,Agriculture,Sup̩rieur
74118,Agriculture,Secondaire
74119,Salari̩ formel,Primaire
74120,Salari̩ formel,Secondaire
74121,Profession lib̩rale,Primaire
74122,Petit commerce,Sup̩rieur
74123,Profession lib̩rale,Sup̩rieur
74124,Petit commerce,Secondaire
74125,Agriculture,Primaire
74126,Salari̩ formel,Secondaire
74127,Salari̩ formel,Primaire
74128,Salari̩ formel,Secondaire
74129,Agriculture,Primaire
74130,Agriculture,Sup̩rieur
74131,Agriculture,Secondaire
74132,Petit commerce,Primaire
74133,Profession lib̩rale,Primaire
74134,Petit commerce,Sans dipl̫me
74135,Petit commerce,Sup̩rieur
74136,Petit commerce,Sup̩rieur
74137,Salari̩ formel,Primaire
74138,Petit commerce,Sup̩rieur
74139,Petit commerce,Sup̩rieur
74140,Salari̩ formel,Primaire
74141,Commerce/N̩goce,Sans dipl̫me
74142,Agriculture,Sup̩rieur
74143,Profession lib̩rale,Secondaire
74144,Salari̩ formel,Sans dipl̫me
74145,Salari̩ formel,Sup̩rieur
74146,Petit commerce,Sup̩rieur
74147,Petit commerce,Primaire
74148,Petit commerce,Secondaire
74149,Salari̩ formel,Sup̩rieur
74150,Petit commerce,Secondaire
74151,Agriculture,Sans dipl̫me
74152,Agriculture,Sans dipl̫me
74153,Petit commerce,Secondaire
74154,Salari̩ formel,Primaire
74155,Agriculture,Primaire
74156,Salari̩ formel,Sup̩rieur
74157,Profession lib̩rale,Primaire
74158,Petit commerce,Secondaire
74159,Commerce/N̩goce,Secondaire
74160,Salari̩ formel,Sans dipl̫me
74161,Petit commerce,Secondaire
74162,Petit commerce,Secondaire
74163,Salari̩ formel,Primaire
74164,Agriculture,Secondaire
74165,Agriculture,Sup̩rieur
74166,Petit commerce,Secondaire
74167,Salari̩ formel,Sup̩rieur
74168,Agriculture,Sup̩rieur
